"","yearmonth","age"
"1","2018-10",34.891624187906
"2","2018-11",34.5564038577158
"3","2018-12",35.3326216127182
"4","2019-01",35.719673116556
"5","2019-02",34.9462754455298
"6","2019-03",35.5457609237171
"7","2019-04",35.3996604556853
"8","2019-05",35.5703725950763
"9","2019-06",34.8794147915131
"10","2019-07",34.181190858578
"11","2019-08",34.3658395640153
"12","2019-09",33.6161185070969
